id	Correct ID	Order of apperance	Title	Project Gallery	Location	Size (Sq. Ft)	Role	Designed By	Architecture by	Categories	Permalink	Image Featured
570	#REF!	13	Mint Kitchen Restaurant	http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-11-1-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Mint-Featured-2-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-3-1-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-8-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-6-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-12-1-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-7-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-13-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-2-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-9-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-16-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-11-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-18-1-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-8-1-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-9-2-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-17-1-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-5-1-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-16-1-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-7-1-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-14-1-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-4-1-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-19-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-13-1-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-20-1-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-6-1-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Mint-Featured-3-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-15-1-scaled.jpg	West Village	4000	General Contractor	Creme	MZA Architecture	Commercial	https://www.staging8.streamlineusa.com/commercial/mint-kitchen-restaurant/	https://www.staging8.streamlineusa.com/wp-content/uploads/2019/12/Creme_Mint-Kitchen_HR-11-scaled.jpg
512	#REF!	10	Momofuku KO	http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Momofuku-Featured.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/20180215_Momofuku_Ko_0173b_WEB.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/20180215_Momofuku_Ko_0206_WEB.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/20180215_Momofuku_Ko_0173_WEB.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/20180215_Momofuku_Ko_0279_WEB.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/20180215_Momofuku_Ko_0280_WEB.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/20180215_Momofuku_Ko_0459_WEB.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/20180215_Momofuku_Ko_0368_WEB.jpg	Bowery	4500	General Contractor	Richard Lewis Architecture		Commercial	https://www.staging8.streamlineusa.com/commercial/momofuku-ko/	https://www.staging8.streamlineusa.com/wp-content/uploads/2019/12/Momofuku-Featured.jpg
494	#REF!	22	Motel 23 Lounge	http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_161West23rdSt-3688-Edit-2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_161West23rdSt-3612.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_161West23rdSt-3617.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_161West23rdSt-3698.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_161West23rdSt-3677.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_161West23rdSt-3592.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_161West23rdSt-3572.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_161West23rdSt-3587.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_161West23rdSt-3662.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_161West23rdSt-3632.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/Motel-23-Featured.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_161West23rdSt-3602.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_161West23rdSt-3667.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_161West23rdSt-3657.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_161West23rdSt-3672.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_161West23rdSt-3652.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_161West23rdSt-3642.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_161West23rdSt-3637.jpg	Chelsea	3500	General Contractor	Colin Fuda	Atelier New York	Commercial	https://www.staging8.streamlineusa.com/commercial/motel-23-lounge/	https://www.staging8.streamlineusa.com/wp-content/uploads/2020/05/Motel-23-Featured.jpg
549	#REF!	19	My Darling Ivy	http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4826_27_28_29_30.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4836_37_38_39_40.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4841_2_3_4_5.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4846_47_48_49_50.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4851_2_3_4_5.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4856_57_58_59_60.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4861_2_3_4_5.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4866_67_68_69_70.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4871_2_3_4_5.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4876_77_78_79_80.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4881_2_3_4_5.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4886_87_88_89_90.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4891_2_3_4_5.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4901_2_3_4_5.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4906_07_08_09_10.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4911_2_3_4_5.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4921_2_3_4_5.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4926_27_28_29_30.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4931_2_3_4_5.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4941_2_3_4_5.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4946_47_48_49_50.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4956_57_58_59_60.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4961_2_3_4_5.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4966_67_68_69_70.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4971_2_3_4_5.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4976_77_78_79_80.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4981_2_3_4_5.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-4986_87_88_89_90.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-5001_2_3_4_5.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-5006_07_08_09_10.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200507_444W17MyDarlingIvy-5016_17_18_19_20.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/My-Darling-Ivy-Featured.jpg	Chelsea	1500	General Contractor	VJ Moscaritola	Studio Stigsby	Commercial	https://www.staging8.streamlineusa.com/commercial/my-darling-ivy/	https://www.staging8.streamlineusa.com/wp-content/uploads/2020/05/My-Darling-Ivy-Featured.jpg
1931	#REF!	6	Riverside drive Apartment	http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/420-riverside-102.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/420-riverside-121.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/420-riverside-134.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/420-riverside-150.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/420-riverside-158.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/420-riverside-194.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/420-riverside-249.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/420-riverside-254.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/420-riverside-265.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/420-riverside-36.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/420-riverside-50.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/420-riverside-75.jpg	Morningside Heights	2900	General Contractor	Samantha Orley Interiors	MZA Architecture	Residential	https://www.staging8.streamlineusa.com/residential/riverside-apt/	https://www.staging8.streamlineusa.com/wp-content/uploads/2022/02/420-riverside-134.jpg
506	#REF!	4	Spring Studios, Spring Place	http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Spring-Studio-Featured-1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/16041_pr_springplace_5-5-1621862-3x3-1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Spring-Studio.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/8.75x2.25-spring-1-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/16041_pr_springplace_5-5-1621784-3x2-1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/16041_pr_springplace_5-5-1621884-3x2-1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/16041_pr_springplace_5-5-1621823-3x3-1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Streamline-USA-Spring-Studios-29-3x2-2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SP2020_3-1.png|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SP2020_2.png|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SP2020_3.png|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SP2020_1.jpeg	Tribeca	15000	General Contractor	Bluarch Architecture and Design		Commercial	https://www.staging8.streamlineusa.com/commercial/spring-studios-spring-place/	https://www.staging8.streamlineusa.com/wp-content/uploads/2019/12/Spring-Studio-Featured.jpg
537	531	4	St. Lukes Place townhouse	http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/West-Village-Featured.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/12.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/14.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/17.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/3.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/8.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/9.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/10.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/11.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/13.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/15.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/16.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/4.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/7.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/07/West-Village-Townhouse-Lrg-scaled.jpg	West Village	5500	General Contractor	Barlis Wedlick	Barlis Wedlick	Residential	https://www.staging8.streamlineusa.com/residential/west-village-townhouse/	https://www.staging8.streamlineusa.com/wp-content/uploads/2019/12/1-1.jpg
436	#REF!	2	Sugarcane Raw Bar And Grill	http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Sugarcane-Featured.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SUGARCANE1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SUGARCANE2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SUGARCANE3.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SUGARCANE9.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SUGARCANE6.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SUGARCANE4.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SUGARCANE7.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SUGARCANE8.jpg	Dumbo	12500	General Contractor + Millwork	CetraRuddy Design	Lawrence Jones Architecture	Commercial	https://www.staging8.streamlineusa.com/commercial/sugar-cane-raw-bar-and-grill/	https://www.staging8.streamlineusa.com/wp-content/uploads/2019/12/Sugarcane-Featured.jpg
2838	#REF!	17	Sullivan St duplex	http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/DSC_0872-scaled.jpeg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/DSC_0862-scaled.jpeg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/DSC_0867-scaled.jpeg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/DSC_0850-scaled.jpeg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/DSC_0863-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/DSC_0839-scaled.jpeg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/DSC_0844-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/DSC_0853-scaled.jpeg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/DSC_0855-scaled.jpeg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/DSC_0847-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/DSC_0858-scaled.jpeg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/DSC_0860-scaled.jpeg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/DSC_0857-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/DSC_0871-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/DSC_0873-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/DSC_0870-scaled.jpg	SoHo	6000	Millwork + Finishes	Butter and Eggs Design	Michael Tower Architecture	Residential	https://www.staging8.streamlineusa.com/residential/sullivan-st-duplex/	https://www.staging8.streamlineusa.com/wp-content/uploads/2020/02/DSC_0872-scaled.jpeg
2384	#REF!	20	Thompson St. Studio	http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/THOMPSON_STUDIO-Featured-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/THOMPSON_STUDIO3-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/THOMPSON_STUDIO1-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/THOMPSON_STUDIO4-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/THOMPSON_STUDIO5-scaled.jpg	SoHo	600	General Contractor + Millwork	SWA Architecture		Residential	https://www.staging8.streamlineusa.com/residential/thompson-st-studio/	https://www.staging8.streamlineusa.com/wp-content/uploads/2019/12/THOMPSON_STUDIO-Featured-scaled.jpg
1907	#REF!	14	Tribeca Loft	http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Tribeca-Loft-Featured-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1243-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1244-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1245-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1246-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1247-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1241-scaled.jpg	Tribeca	2500	Millwork + Finishes	Bore		Residential	https://www.staging8.streamlineusa.com/residential/tribeca-loft/	https://www.staging8.streamlineusa.com/wp-content/uploads/2019/12/IMG_1243-scaled.jpg
534	#REF!	18	Upper West Side Apartment	http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/Upper-West-Side-Apt-Featured.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/IMG_7306.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/IMG_7300.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/IMG_7299.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/IMG_7302.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/IMG_7313.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/IMG_7318.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/IMG_7311.jpg	Upper West Side	1400	General Contractor	Yael and Ori Morag	MZA Architecture	Residential	https://www.staging8.streamlineusa.com/residential/upper-west-side-apartment/	https://www.staging8.streamlineusa.com/wp-content/uploads/2020/05/Upper-West-Side-Apt-Featured.jpg
546	#REF!	7	Versa at the Marriott Renaissance	http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Versa-3.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Hospitality-_-218-W35-_-RocknReillys-3.125x3-1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Hospitality-_-218-W35-_-RocknReillys-5.475x3-2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Hospitality-_-218-W35-_-RocknReillys-3.125x3-2-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Versa-1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Versa-2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Featured-Rock-and-Rileys-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Versa-4.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/versa-canopy2.jpg	Herald Square	18000	Construction Manager	Celano Design		Commercial	https://www.staging8.streamlineusa.com/commercial/versa-marriott/	https://www.staging8.streamlineusa.com/wp-content/uploads/2019/12/Versa-3.jpg
531	494	14	Vivvi Daycare	http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/11OF11-VIVVI-F.OUDEMAN11-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/11OF11-VIVVI-F.OUDEMAN┬⌐-03-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Vivvi-Featured-5-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Vivvi-2-1-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Vivvi-6-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/11OF11-VIVVI-F.OUDEMAN09-1-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Vivvi-7-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Vivvi-8-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/11OF11-VIVVI-F.OUDEMAN10-3-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Vivvi-5-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Vivvi-2-2-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/11OF11-VIVVI-F.OUDEMAN12-2-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/11OF11-VIVVI-F.OUDEMAN┬⌐-13-2-scaled.jpg	Tribeca	10000	General Contractor	eleven of eleven architecture		Commercial	https://www.staging8.streamlineusa.com/commercial/vivvi-daycare/	https://www.staging8.streamlineusa.com/wp-content/uploads/2019/12/11OF11-VIVVI-F.OUDEMAN11-scaled.jpg
517	2853	15	ViVVI Daycare	http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5128-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5133-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5138-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5143-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5148-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5158-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5178-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5183-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5188-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5193-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5203-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5223-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5238-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5248-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5253-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5258-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5268-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5363-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5278-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5293-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5298-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5303-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5308-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5313-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5323-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5328-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5333-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5338-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5343-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5348-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5353-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5368-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5373-scaled.jpg	Hudson Yards	7500	General Contractor	Eleven of Eleven design	Carol Gretter Elven of Eleven architecture	Commercial	https://www.staging8.streamlineusa.com/commercial/vivvi-daycare-hudson-yards/	https://www.staging8.streamlineusa.com/wp-content/uploads/2022/02/20210219_55HudsonYards-5373-scaled.jpg
