id	Correct ID	Order of apperance	Title	Project Gallery	Location	Size (Sq. Ft)	Role	Designed By	Architecture by	Categories	Permalink	Image Featured
567	#REF!	2	e64th st Townhouse	http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/East-Side-Townhouse-Featured.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3037.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3047.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3067.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3022.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3077.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3092.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3102.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3112.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3132.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3192-e1595516638725.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3152.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3162.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3172.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3142.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3182.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3362.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3322.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3392.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3402.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3417.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3332.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3422.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3252.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3327.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3412.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3307.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3282.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3227.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3242.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3302.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3232.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3297.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3277.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200416_118East64th-3212.jpg	Lenox Hill	3800	General Contractor	Virgina Tupker	MZA Architecture	Residential	https://www.staging8.streamlineusa.com/residential/east-side-townhouse/	https://www.staging8.streamlineusa.com/wp-content/uploads/2020/05/East-Side-Townhouse-Featured.jpg
443	#REF!	21	Free People Retail Store	http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Free-People-by-Streamline-USA-3.69x4.36.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Free-People-by-Streamline-USA-1.71x2.19-1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Free-People-by-Streamline-USA-2.1x3.71-1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Free-People-by-Streamline-USA-1.71x2.0.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Free-People-by-Streamline-USA-5.65x4.11-1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_3444-scaled.jpg	Meatpacking District	7000	Carpentry + Finishes	David Levy Architecture		Commercial	https://www.staging8.streamlineusa.com/commercial/free-people-retail-store/	https://www.staging8.streamlineusa.com/wp-content/uploads/2019/12/Free-People-Updated-Featured.jpg
433	#REF!	3	Grand Ole Opry City Stage	http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/OPRY1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/OPRY5.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/OPRY10.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/OPRY11.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/OPRY2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/OPRY3.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/OPRY4.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/OPRY6.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/OPRY7.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/OPRY8.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/OPRY9.jpg	Times Square	22000	Construction Manager	SWA Architecture, Morris Nathanson Interior Design		Commercial	https://www.staging8.streamlineusa.com/commercial/grand-ole-opry-city-stage/	https://www.staging8.streamlineusa.com/wp-content/uploads/2019/12/OPRY1.jpg
2853	#REF!	23	Ground Central Coffee Company	http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/Ground-Central-Featured.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_2ndAveGroundCentral-3773.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_2ndAveGroundCentral-3728.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_2ndAveGroundCentral-3763.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_2ndAveGroundCentral-3753.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_2ndAveGroundCentral-3788.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_2ndAveGroundCentral-3708.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_2ndAveGroundCentral-3733.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/05/20200422_2ndAveGroundCentral-3718.jpg	Murray Hill	550	General Contractor	Daniel O'Connor Architects	Daniel O'Connor Architects	Commercial	https://www.staging8.streamlineusa.com/commercial/ground-central-coffee-company/	https://www.staging8.streamlineusa.com/wp-content/uploads/2020/05/Ground-Central-Featured.jpg
2830	549	11	Günter Seeger	http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Gunter-3.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/BLURRY.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Gunter-4.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Gunter-Updated-Featured-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Gunter-2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Gunter-Seeger-Featured.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Gunter-1.jpg	West Village	3300	General Contractor + Millwork	AWI Interiors		Commercial	https://www.staging8.streamlineusa.com/commercial/gunter-seeger/	https://www.staging8.streamlineusa.com/wp-content/uploads/2019/12/Gunter-3.jpg
2842	#REF!	16	Haus Nightclub	http://www.staging3.streamlineusa.com/wp-content/uploads/2020/07/IMG_6905.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/07/IMG_6910.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/07/IMG_6906.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/07/Haus-Featured.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/07/IMG_6913.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/07/IMG_6917.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/07/IMG_6916.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/07/IMG_6914.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/07/IMG_6915.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/07/IMG_6909.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/07/IMG_6908.jpg	Tribeca	5500	General Contractor	John Rawlins Design	SWA Architecture	Commercial	https://www.staging8.streamlineusa.com/commercial/haus-nightclub/	https://www.staging8.streamlineusa.com/wp-content/uploads/2020/07/Haus-Featured.jpg
520	567	9	Horatio St Townhouse	http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/tersigni-palachek-residential-west-village-01-1.png|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/tersigni-palachek-residential-west-village-05.png|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/tersigni-palachek-residential-west-village-02.png|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/tersigni-palachek-residential-west-village-04.png|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/tersigni-palachek-residential-west-village-08.png|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/tersigni-palachek-residential-west-village-06.png|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/tersigni-palachek-residential-west-village-07.png|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/tersigni-palachek-residential-west-village-03.png|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/tersigni-palachek-residential-west-village-09.png|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Horatio-St-3.68x6.74.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Horatio-St-3.9x3.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Horatio-St-2.35x3.12.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Horatio-St-4.50x2.86.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Horatio-St-2.17x3.12.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Streamline-Residential-Horatio-12-4.11x5.65.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Streamline-Residential-Horatio-17-1.71x2.08-1.jpg	Meat Packing District	3200	General Contractor + Millwork	Tersigni Palachek Design	David Bae Architect	Residential	https://www.staging8.streamlineusa.com/residential/horatio-st-townhouse/	https://www.staging8.streamlineusa.com/wp-content/uploads/2019/12/tersigni-palachek-residential-west-village-02.png
2860	#REF!	5	Hudson Street Penthouse	http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Hudson-Featured.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Hudson-St-4.375x3.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/i-NFgZ9Fs-X2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/i-Dpjk2Rc-X2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/i-CS9WgLM-X2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/i-7HqhMqw-X2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/i-Khm4Tpw-X2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/i-pSZ2SP3-X3.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/i-tVwN3fB-X2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/i-xTCMsVL-X2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/i-WcQdmRm-X2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/i-Nssb2GP-X2.jpg	Tribeca	3500	Millwork + Finishes	Alex may		Residential	https://www.staging8.streamlineusa.com/residential/hudson-street-penthouse/	https://www.staging8.streamlineusa.com/wp-content/uploads/2019/12/Hudson-Featured-1.jpg
2306	#REF!	12	HUDSON YARDS MALL	http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0002-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0007-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0012-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0017-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0022-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0027-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0032-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0037-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0042-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0047-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0057-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0062-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0067-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0072-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0077-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0082-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0087-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0092-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0097-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0127-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0102-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0107-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0112-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0117-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0122-scaled.jpg	Hudson Yards	3500	General Contractor	Robert Jaimeson design		Commercial	https://www.staging8.streamlineusa.com/commercial/hudson-yards-mall/	https://www.staging8.streamlineusa.com/wp-content/uploads/2022/02/20210222_HudsonYardsMall-0087-scaled.jpg
555	#REF!	5	Indeed Corporate Office Suite	http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Commercial-Indeed-02-2.155x2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Commercial-Indeed-01-4x5.65.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Commercial-Indeed-06-3x2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Commercial-Indeed-03-2.155x3.445.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Commercial-Indeed-07-1.4x2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Indeed-Pic.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1216-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/indeed-nyc-office-4.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Commercial-Indeed-04-2x4.7875-1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1215-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Commercial-Indeed-05-2x2.155-1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1211-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1213-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1212-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1217-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1214-scaled.jpg	Midtown	36000	Carpentry + Millwork	Indeed corporate		Commercial	https://www.staging8.streamlineusa.com/commercial/indeed-corporate-office-suite/	https://www.staging8.streamlineusa.com/wp-content/uploads/2019/12/Indeed-Updated-Featured.jpg
491	#REF!	8	Kat & Theo	http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Screen-Shot-2016-03-02-at-1.48.15-PM.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Kat-Theo-Featured.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Hospitality-_-2-W21-_-KatTheo-3.125x3-2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Hospitality-_-2-W21-_-KatTheo-3.125x3-1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Hospitality-_-2-W21-_-KatTheo-8.175x3.65.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Screen-Shot-2016-03-02-at-1.48.10-PM.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Screen-Shot-2016-03-02-at-1.48.02-PM.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Screen-Shot-2016-03-02-at-1.48.46-PM-1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Screen-Shot-2016-03-02-at-1.48.52-PM.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Screen-Shot-2016-03-02-at-1.48.29-PM.jpg	Flatiron District	2300	General Contractor + Millwork	Aviva Collective		Commercial	https://www.staging8.streamlineusa.com/commercial/kat-theo/	https://www.staging8.streamlineusa.com/wp-content/uploads/2019/12/Screen-Shot-2016-03-02-at-1.48.15-PM.jpg
561	#REF!	6	KITH	http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/StreamlineUSA-RET-Kith-02-4x5.65.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/StreamlineUSA-RET-Kith-12-3x2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Retail-Kith-17-2.155x2-1-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/StreamlineUSA-RET-Kith-03-2x4.205.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/StreamlineUSA-RET-Kith-13-4.3708x3.4.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Retail-Kith-08-2.155x2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/StreamlineUSA-RET-Kith-03-4.37x3.4.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Retail-Kith-02-2x3.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/StreamlineUSA-RET-Kith-04-1.46x2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1071-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1070-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1073-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_7210-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1077-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1076-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1074-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1075-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_0126-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_0127-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_0125-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_0124-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_0108-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_0109-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_0121-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_0123-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_0107-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_0112-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_0110-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_0111-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_0115-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_0116-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_0117-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1084-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1085-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/IMG_1082-scaled.jpg	NoHo	7500	General Contractor	Snarkitecture		Commercial	https://www.staging8.streamlineusa.com/commercial/kith/	https://www.staging8.streamlineusa.com/wp-content/uploads/2019/12/StreamlineUSA-RET-Kith-03-4.37x3.4.jpg
564	#REF!	10	Lexington ave Townhouse	http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/UES-8-e1595540404244.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/UES-Townhouse-2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/UES-11.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/UES-4.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/UES-6.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/UES-5.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/46883486.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/UES-7.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/UES-9.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/UES-10.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/UES-Townhouse-3.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/UES-12.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/UES-13.jpg	Upper East Side	4500	General Contractor	Salvatore LaRosa	B5 Studio Architects	Residential	https://www.staging8.streamlineusa.com/residential/upper-east-side-townhouse/	https://www.staging8.streamlineusa.com/wp-content/uploads/2020/02/UES-8-e1595540404244.jpg
2504	#REF!	18	Mackage SoHo	http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/IMG_8618-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/IMG_8626-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/IMG_8629-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/IMG_8634-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/IMG_8635-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/IMG_8638-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/IMG_8643-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/IMG_8644-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/IMG_8645-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/IMG_8647-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2020/02/IMG_8648-scaled.jpg	SoHo	4500	General Contractor	Burdifilek		Commercial	https://www.staging8.streamlineusa.com/commercial/mackage-soho/	https://www.staging8.streamlineusa.com/wp-content/uploads/2020/02/IMG_8648-scaled.jpg
503	#REF!	13	Madison ave duplex	http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Residential-_-215-Madision-_-Residence-3.425x3-1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Residential-_-215-Madision-_-Residence-8.75x3.65-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Residential-_-215-Madision-_-Residence-3.125x3-3-1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Residential-_-215-Madision-_-Residence-3.125x3-1-1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Residential-_-215-Madision-_-Residence-3.125X3-2-1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Residential-_-215-Madision-_-Residence-5.475x3-1.jpg	Murray Hill	3400	General Contractor + Millwork	Lynch Eisinger Design		Residential	https://www.staging8.streamlineusa.com/residential/madison-avenue-penthouse/	https://www.staging8.streamlineusa.com/wp-content/uploads/2019/12/SL-_-Residential-_-215-Madision-_-Residence-3.425x3.jpg
2847	#REF!	17	Mexicue	http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/MEX1.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/Mexicue-Featured.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/MEX6.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/MEX5.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/MEX2.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/MEX4.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/DSC_0062-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/DSC_0049-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/DSC_0064-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/DSC_0047-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/DSC_0054-scaled.jpg|http://www.staging3.streamlineusa.com/wp-content/uploads/2019/12/DSC_0057-scaled.jpg	Noho	3500	General Contractor	Treehouse Designs	SWA Architecture	Commercial	https://www.staging8.streamlineusa.com/commercial/mexicue/	https://www.staging8.streamlineusa.com/wp-content/uploads/2019/12/MEX1.jpg
